學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,性別,在學學生數,學期間退學人數-小計,學期間退學人數-因成績不佳或曠課時數過多,學期間退學人數-因操行成績,學期間退學人數-因志趣不合,學期間退學人數-因休學逾期未復學,學期間退學人數-因懷孕,學期間退學人數-因育嬰,學期間退學人數-因傷病,學期間退學人數-因工作需求,學期間退學人數-因經濟困難,學期間退學人數-因生涯規劃,學期間退學人數-其他(不含死亡)
105,1,公立,一般大學,0028,國立臺北藝術大學,學士班(日間),女,1204,24,2,0,3,5,0,0,0,0,...,...,14
105,1,公立,一般大學,0028,國立臺北藝術大學,碩士班(日間),女,641,44,7,0,3,18,0,0,0,0,...,...,12
105,1,公立,一般大學,0028,國立臺北藝術大學,碩士在職專班,女,113,8,1,0,0,5,0,0,0,0,...,...,1
105,1,公立,一般大學,0028,國立臺北藝術大學,博士班,女,57,3,2,0,0,1,0,0,0,0,...,...,0
105,1,公立,一般大學,0029,國立臺灣藝術大學,學士班(日間),男,695,17,1,0,2,7,0,0,0,0,...,...,2
105,1,公立,一般大學,0029,國立臺灣藝術大學,學士班(進修),男,598,34,4,0,4,11,0,0,0,0,...,...,3
105,1,公立,一般大學,0029,國立臺灣藝術大學,碩士班(日間),男,288,23,6,0,1,8,0,0,0,0,...,...,2
105,1,公立,一般大學,0029,國立臺灣藝術大學,碩士在職專班,男,180,9,1,0,0,4,0,0,0,0,...,...,3
105,1,公立,一般大學,0029,國立臺灣藝術大學,博士班,男,48,1,0,0,0,1,0,0,0,0,...,...,0
105,1,公立,一般大學,0029,國立臺灣藝術大學,學士班(日間),女,1729,18,0,0,4,6,0,0,0,0,...,...,1
105,1,公立,一般大學,0029,國立臺灣藝術大學,學士班(進修),女,1341,31,1,0,9,10,0,0,0,0,...,...,3
105,1,公立,一般大學,0029,國立臺灣藝術大學,碩士班(日間),女,470,20,2,0,1,3,0,0,0,0,...,...,6
105,1,公立,一般大學,0029,國立臺灣藝術大學,碩士在職專班,女,281,14,1,0,0,9,0,0,0,0,...,...,1
105,1,公立,一般大學,0029,國立臺灣藝術大學,博士班,女,52,2,0,0,0,0,0,0,0,0,...,...,1
105,1,公立,一般大學,0030,國立臺東大學,學士班(日間),男,1728,51,2,0,30,13,0,0,0,3,...,...,2
105,1,公立,一般大學,0030,國立臺東大學,學士班(進修),男,91,10,1,0,1,7,0,0,0,0,...,...,1
105,1,公立,一般大學,0030,國立臺東大學,碩士班(日間),男,120,9,2,0,1,6,0,0,0,0,...,...,0
105,1,公立,一般大學,0030,國立臺東大學,碩士在職專班,男,174,19,1,0,0,16,0,0,0,0,...,...,0
105,1,公立,一般大學,0030,國立臺東大學,學士班(日間),女,1818,53,2,0,36,15,0,0,0,0,...,...,0
105,1,公立,一般大學,0030,國立臺東大學,學士班(進修),女,84,5,0,0,1,3,0,0,0,1,...,...,0
105,1,公立,一般大學,0030,國立臺東大學,碩士班(日間),女,186,23,9,0,0,13,0,0,0,0,...,...,0
105,1,公立,一般大學,0030,國立臺東大學,碩士在職專班,女,406,22,1,0,0,12,0,0,0,2,...,...,2
105,1,公立,一般大學,0030,國立臺東大學,博士班,女,25,1,0,0,0,1,0,0,0,0,...,...,0
105,1,公立,一般大學,0031,國立宜蘭大學,學士班(日間),男,2825,63,15,0,26,20,0,0,1,0,...,...,0
105,1,公立,一般大學,0031,國立宜蘭大學,學士班(進修),男,267,22,3,0,7,6,0,0,0,4,...,...,0
105,1,公立,一般大學,0031,國立宜蘭大學,碩士班(日間),男,336,13,1,0,1,11,0,0,0,0,...,...,0
105,1,公立,一般大學,0031,國立宜蘭大學,碩士在職專班,男,144,12,2,0,0,7,0,0,0,0,...,...,0
105,1,公立,一般大學,0031,國立宜蘭大學,學士班(日間),女,1579,35,2,0,25,5,0,0,0,0,...,...,0
105,1,公立,一般大學,0031,國立宜蘭大學,學士班(進修),女,131,5,0,0,4,1,0,0,0,0,...,...,0
105,1,公立,一般大學,0031,國立宜蘭大學,碩士班(日間),女,141,6,0,0,0,2,0,0,0,1,...,...,1
105,1,公立,一般大學,0031,國立宜蘭大學,碩士在職專班,女,54,2,0,0,0,2,0,0,0,0,...,...,0
105,1,公立,一般大學,0032,國立聯合大學,學士班(日間),男,4260,151,44,0,54,43,0,0,0,0,...,...,2
105,1,公立,一般大學,0032,國立聯合大學,學士班(進修),男,798,91,15,0,22,35,0,0,0,0,...,...,5
105,1,公立,一般大學,0032,國立聯合大學,碩士班(日間),男,294,17,0,0,2,12,0,0,0,0,...,...,1
105,1,公立,一般大學,0032,國立聯合大學,博士班,男,9,1,0,0,0,0,0,0,0,0,...,...,0
105,1,公立,一般大學,0032,國立聯合大學,學士班(日間),女,1865,42,3,0,21,14,0,0,0,0,...,...,0
105,1,公立,一般大學,0032,國立聯合大學,學士班(進修),女,525,44,4,0,19,13,0,0,1,0,...,...,2
105,1,公立,一般大學,0032,國立聯合大學,碩士班(日間),女,124,5,0,0,1,3,0,0,0,1,...,...,0
105,1,公立,技專校院,0033,國立虎尾科技大學,學士班(日間),男,5608,137,35,0,23,70,0,0,0,1,...,...,0
105,1,公立,技專校院,0033,國立虎尾科技大學,學士班(進修),男,1171,66,4,0,3,44,0,0,0,0,...,...,12
105,1,公立,技專校院,0033,國立虎尾科技大學,碩士班(日間),男,707,55,0,0,0,48,0,0,0,0,...,...,1
105,1,公立,技專校院,0033,國立虎尾科技大學,碩士在職專班,男,149,21,0,0,0,15,0,0,0,0,...,...,3
105,1,公立,技專校院,0033,國立虎尾科技大學,博士班,男,21,5,0,0,0,5,0,0,0,0,...,...,0
105,1,公立,技專校院,0033,國立虎尾科技大學,學士班(日間),女,1878,39,12,0,2,16,0,0,0,4,...,...,0
105,1,公立,技專校院,0033,國立虎尾科技大學,學士班(進修),女,336,22,1,0,4,9,0,0,0,0,...,...,7
105,1,公立,技專校院,0033,國立虎尾科技大學,碩士班(日間),女,153,19,0,0,0,14,0,0,0,3,...,...,0
105,1,公立,技專校院,0033,國立虎尾科技大學,碩士在職專班,女,62,11,0,0,0,5,0,0,0,1,...,...,5
105,1,公立,技專校院,0034,國立高雄海洋科技大學,五專,男,441,5,0,0,4,0,0,0,0,0,...,...,1
105,1,公立,技專校院,0034,國立高雄海洋科技大學,學士班(日間),男,3173,83,7,0,31,39,0,0,0,1,...,...,5
105,1,公立,技專校院,0034,國立高雄海洋科技大學,學士班(進修),男,1183,97,1,0,29,49,0,0,0,1,...,...,2
105,1,公立,技專校院,0034,國立高雄海洋科技大學,碩士班(日間),男,220,22,0,0,0,18,0,0,0,1,...,...,0
105,1,公立,技專校院,0034,國立高雄海洋科技大學,碩士在職專班,男,116,11,0,0,0,7,0,0,0,0,...,...,0
105,1,公立,技專校院,0034,國立高雄海洋科技大學,學士班(日間),女,1717,28,0,0,13,14,0,0,0,0,...,...,0
105,1,公立,技專校院,0034,國立高雄海洋科技大學,學士班(進修),女,624,31,0,0,10,16,0,0,0,0,...,...,0
105,1,公立,技專校院,0034,國立高雄海洋科技大學,碩士班(日間),女,118,15,0,0,0,14,0,0,0,0,...,...,0
105,1,公立,技專校院,0034,國立高雄海洋科技大學,碩士在職專班,女,50,1,0,0,0,0,0,0,0,1,...,...,0
105,1,公立,一般大學,0035,國立臺南藝術大學,五專,男,71,2,0,0,2,0,0,0,0,0,...,...,0
105,1,公立,一般大學,0035,國立臺南藝術大學,學士班(日間),男,213,11,3,0,2,3,0,0,0,1,...,...,2
105,1,公立,一般大學,0035,國立臺南藝術大學,碩士班(日間),男,188,19,3,0,1,10,0,0,0,3,...,...,1
105,1,公立,一般大學,0035,國立臺南藝術大學,碩士在職專班,男,14,1,0,0,0,1,0,0,0,0,...,...,0
105,1,公立,一般大學,0035,國立臺南藝術大學,五專,女,91,3,0,0,0,2,0,0,0,0,...,...,1
105,1,公立,一般大學,0035,國立臺南藝術大學,學士班(日間),女,542,15,0,0,10,5,0,0,0,0,...,...,0
105,1,公立,一般大學,0035,國立臺南藝術大學,碩士班(日間),女,346,14,3,0,0,6,0,0,0,0,...,...,4
105,1,公立,一般大學,0035,國立臺南藝術大學,碩士在職專班,女,29,4,0,0,2,1,0,0,0,0,...,...,1
105,1,公立,一般大學,0035,國立臺南藝術大學,博士班,女,17,3,1,0,0,0,0,0,0,0,...,...,2
105,1,公立,一般大學,0036,國立臺南大學,學士班(日間),男,1811,52,9,0,33,4,0,0,0,5,...,...,0
105,1,公立,一般大學,0036,國立臺南大學,學士班(進修),男,45,3,0,0,3,0,0,0,0,0,...,...,0
105,1,公立,一般大學,0036,國立臺南大學,碩士班(日間),男,454,31,0,0,1,12,0,0,0,5,...,...,9
105,1,公立,一般大學,0036,國立臺南大學,碩士在職專班,男,246,16,0,0,0,1,0,0,0,14,...,...,0
105,1,公立,一般大學,0036,國立臺南大學,博士班,男,78,4,0,0,0,1,0,0,0,1,...,...,1
105,1,公立,一般大學,0036,國立臺南大學,學士班(日間),女,2089,40,4,0,33,2,0,0,0,0,...,...,0
105,1,公立,一般大學,0036,國立臺南大學,學士班(進修),女,75,2,0,0,2,0,0,0,0,0,...,...,0
105,1,公立,一般大學,0036,國立臺南大學,碩士班(日間),女,536,41,0,0,5,9,0,0,0,14,...,...,13
105,1,公立,一般大學,0036,國立臺南大學,碩士在職專班,女,451,28,0,0,0,0,0,0,0,28,...,...,0
105,1,公立,一般大學,0036,國立臺南大學,博士班,女,94,5,0,0,0,4,0,0,0,0,...,...,1
105,1,公立,一般大學,0037,國立臺北教育大學,學士班(日間),男,1164,33,1,0,17,0,0,0,0,2,...,...,4
105,1,公立,一般大學,0037,國立臺北教育大學,碩士班(日間),男,388,26,4,0,1,0,0,0,0,0,...,...,5
105,1,公立,一般大學,0037,國立臺北教育大學,碩士在職專班,男,250,11,0,0,1,0,0,0,0,3,...,...,1
105,1,公立,一般大學,0037,國立臺北教育大學,博士班,男,63,1,0,0,0,0,0,0,0,0,...,...,0
105,1,公立,一般大學,0037,國立臺北教育大學,學士班(日間),女,2200,38,0,0,27,0,0,0,0,0,...,...,4
105,1,公立,一般大學,0037,國立臺北教育大學,碩士班(日間),女,754,50,3,0,4,0,0,0,0,13,...,...,4
105,1,公立,一般大學,0037,國立臺北教育大學,碩士在職專班,女,764,26,0,0,1,0,0,0,2,7,...,...,8
105,1,公立,一般大學,0037,國立臺北教育大學,博士班,女,74,3,1,0,0,0,0,0,0,0,...,...,0
105,1,公立,一般大學,0039,國立臺中教育大學,學士班(日間),男,1191,37,10,0,16,10,0,0,0,0,...,...,0
105,1,公立,一般大學,0039,國立臺中教育大學,碩士班(日間),男,279,24,4,0,1,8,0,0,0,2,...,...,4
105,1,公立,一般大學,0039,國立臺中教育大學,碩士在職專班,男,176,17,1,0,0,5,0,0,0,2,...,...,2
105,1,公立,一般大學,0039,國立臺中教育大學,博士班,男,56,3,0,0,0,0,0,0,0,0,...,...,1
105,1,公立,一般大學,0039,國立臺中教育大學,學士班(日間),女,2156,44,1,0,24,7,0,0,1,1,...,...,5
105,1,公立,一般大學,0039,國立臺中教育大學,碩士班(日間),女,544,33,7,0,0,11,0,0,0,6,...,...,7
105,1,公立,一般大學,0039,國立臺中教育大學,碩士在職專班,女,549,28,2,0,0,13,0,0,1,2,...,...,8
105,1,公立,一般大學,0039,國立臺中教育大學,博士班,女,70,1,0,0,0,0,0,0,0,0,...,...,1
105,1,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),男,1480,38,2,0,0,9,0,0,0,0,...,...,25
105,1,公立,技專校院,0042,國立澎湖科技大學,學士班(進修),男,145,7,0,0,0,4,0,0,0,0,...,...,1
105,1,公立,技專校院,0042,國立澎湖科技大學,碩士班(日間),男,42,6,0,0,0,5,0,0,0,0,...,...,0
105,1,公立,技專校院,0042,國立澎湖科技大學,碩士在職專班,男,28,5,0,0,0,5,0,0,0,0,...,...,0
105,1,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),女,1088,31,1,0,0,10,0,0,0,0,...,...,19
105,1,公立,技專校院,0042,國立澎湖科技大學,學士班(進修),女,184,14,0,0,0,7,0,0,0,0,...,...,1
105,1,公立,技專校院,0042,國立澎湖科技大學,碩士班(日間),女,37,8,0,0,0,7,0,0,0,0,...,...,0
105,1,公立,技專校院,0042,國立澎湖科技大學,碩士在職專班,女,14,2,0,0,0,2,0,0,0,0,...,...,0
105,1,公立,技專校院,0043,國立勤益科技大學,二專(日間),男,1,4,0,0,1,3,0,0,0,0,...,...,0
105,1,公立,技專校院,0043,國立勤益科技大學,學士班(日間),男,4608,116,27,0,26,63,0,0,0,0,...,...,0
105,1,公立,技專校院,0043,國立勤益科技大學,學士班(進修),男,2925,121,19,4,34,52,0,0,0,5,...,...,5
105,1,公立,技專校院,0043,國立勤益科技大學,碩士班(日間),男,495,32,2,0,1,23,0,0,0,3,...,...,3
105,1,公立,技專校院,0043,國立勤益科技大學,碩士在職專班,男,211,13,0,0,0,10,0,0,0,1,...,...,2
105,1,公立,技專校院,0043,國立勤益科技大學,二專(日間),女,0,2,0,0,0,2,0,0,0,0,...,...,0
105,1,公立,技專校院,0043,國立勤益科技大學,學士班(日間),女,2082,47,2,0,14,30,0,0,0,0,...,...,1
105,1,公立,技專校院,0043,國立勤益科技大學,學士班(進修),女,666,21,2,0,5,13,0,0,0,0,...,...,1
105,1,公立,技專校院,0043,國立勤益科技大學,碩士班(日間),女,119,5,0,0,1,4,0,0,0,0,...,...,0
105,1,公立,技專校院,0043,國立勤益科技大學,碩士在職專班,女,48,3,0,0,0,2,0,0,0,0,...,...,1
105,1,公立,一般大學,0044,國立體育大學,學士班(日間),男,1025,27,1,0,7,9,0,0,3,4,...,...,0
105,1,公立,一般大學,0044,國立體育大學,學士班(進修),男,67,2,0,0,0,1,0,0,0,0,...,...,0
105,1,公立,一般大學,0044,國立體育大學,碩士班(日間),男,195,24,1,0,2,18,0,0,0,2,...,...,0
105,1,公立,一般大學,0044,國立體育大學,碩士在職專班,男,100,11,0,0,0,6,0,0,0,2,...,...,0
105,1,公立,一般大學,0044,國立體育大學,博士班,男,86,2,0,0,0,0,0,0,1,1,...,...,0
105,1,公立,一般大學,0044,國立體育大學,學士班(日間),女,616,14,2,0,7,5,0,0,0,0,...,...,0
105,1,公立,一般大學,0044,國立體育大學,碩士班(日間),女,165,8,1,0,0,5,0,0,0,2,...,...,0
105,1,公立,一般大學,0044,國立體育大學,碩士在職專班,女,96,8,2,0,0,2,0,0,0,0,...,...,0
105,1,公立,一般大學,0044,國立體育大學,博士班,女,48,2,0,0,0,1,0,0,0,0,...,...,0
105,1,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),男,612,14,4,0,2,3,0,0,0,1,...,...,2
105,1,公立,技專校院,0046,國立臺北護理健康大學,學士班(進修),男,14,1,0,0,0,0,0,0,0,0,...,...,0
105,1,公立,技專校院,0046,國立臺北護理健康大學,碩士班(日間),男,85,4,0,0,0,1,0,0,0,1,...,...,0
105,1,公立,技專校院,0046,國立臺北護理健康大學,碩士在職專班,男,30,2,0,0,0,1,0,0,0,1,...,...,0
105,1,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),女,2632,38,1,0,15,4,0,0,0,2,...,...,5
105,1,公立,技專校院,0046,國立臺北護理健康大學,學士班(進修),女,711,22,0,0,0,15,0,0,1,2,...,...,0
105,1,公立,技專校院,0046,國立臺北護理健康大學,碩士班(日間),女,480,23,0,0,0,15,0,0,0,3,...,...,3
105,1,公立,技專校院,0046,國立臺北護理健康大學,碩士在職專班,女,145,9,0,0,0,2,0,0,0,2,...,...,3
105,1,公立,技專校院,0046,國立臺北護理健康大學,博士班,女,64,1,0,0,0,0,0,0,0,0,...,...,1
105,1,公立,技專校院,0047,國立高雄餐旅大學,二專(進修),男,90,7,0,0,1,5,0,0,0,1,...,...,0
105,1,公立,技專校院,0047,國立高雄餐旅大學,五專,男,80,3,1,0,2,0,0,0,0,0,...,...,0
105,1,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),男,889,11,0,0,5,5,0,0,0,0,...,...,1
105,1,公立,技專校院,0047,國立高雄餐旅大學,學士班(進修),男,335,4,0,0,0,3,0,0,0,0,...,...,0
105,1,公立,技專校院,0047,國立高雄餐旅大學,碩士班(日間),男,53,3,1,0,0,0,0,0,0,0,...,...,2
105,1,公立,技專校院,0047,國立高雄餐旅大學,碩士在職專班,男,37,2,0,0,0,2,0,0,0,0,...,...,0
105,1,公立,技專校院,0047,國立高雄餐旅大學,二專(進修),女,186,13,0,0,5,5,0,0,0,1,...,...,1
105,1,公立,技專校院,0047,國立高雄餐旅大學,五專,女,129,1,0,0,1,0,0,0,0,0,...,...,0
105,1,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),女,2418,21,0,0,7,5,1,0,3,1,...,...,2
105,1,公立,技專校院,0047,國立高雄餐旅大學,學士班(進修),女,932,12,0,0,4,6,0,0,0,0,...,...,1
105,1,公立,技專校院,0047,國立高雄餐旅大學,碩士班(日間),女,120,8,1,0,0,4,0,0,0,2,...,...,0
105,1,公立,技專校院,0047,國立高雄餐旅大學,碩士在職專班,女,37,2,0,0,0,0,0,0,0,0,...,...,1
105,1,公立,一般大學,0048,國立金門大學,學士班(日間),男,1725,77,14,0,4,21,0,0,0,0,...,...,37
105,1,公立,一般大學,0048,國立金門大學,學士班(進修),男,473,46,1,0,0,18,0,0,0,0,...,...,7
105,1,公立,一般大學,0048,國立金門大學,碩士班(日間),男,124,5,0,0,0,5,0,0,0,0,...,...,0
105,1,公立,一般大學,0048,國立金門大學,學士班(日間),女,1691,56,2,0,4,17,0,0,0,1,...,...,32
105,1,公立,一般大學,0048,國立金門大學,學士班(進修),女,360,19,0,0,1,4,0,0,0,0,...,...,5
105,1,公立,一般大學,0048,國立金門大學,碩士班(日間),女,77,5,0,0,0,5,0,0,0,0,...,...,0
105,1,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),男,1434,60,5,0,16,28,0,0,0,1,...,...,2
105,1,公立,一般大學,0049,國立臺灣體育運動大學,學士班(進修),男,254,27,8,0,4,11,0,0,0,2,...,...,0
105,1,公立,一般大學,0049,國立臺灣體育運動大學,碩士班(日間),男,147,6,1,0,0,4,0,0,0,1,...,...,0
105,1,公立,一般大學,0049,國立臺灣體育運動大學,碩士在職專班,男,65,5,1,0,1,1,0,0,0,0,...,...,0
105,1,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),女,969,18,2,0,7,4,0,0,0,0,...,...,0
105,1,公立,一般大學,0049,國立臺灣體育運動大學,學士班(進修),女,95,9,2,0,1,4,0,0,0,1,...,...,0
105,1,公立,一般大學,0049,國立臺灣體育運動大學,碩士班(日間),女,127,11,2,0,1,6,0,0,0,1,...,...,0
105,1,公立,技專校院,0050,國立臺中科技大學,二專(進修),男,14,2,0,0,0,0,0,0,0,0,...,...,2
105,1,公立,技專校院,0050,國立臺中科技大學,五專,男,731,35,5,1,18,5,0,0,1,0,...,...,4
105,1,公立,技專校院,0050,國立臺中科技大學,學士班(日間),男,1794,33,9,0,9,13,0,0,0,0,...,...,1
105,1,公立,技專校院,0050,國立臺中科技大學,學士班(進修),男,842,58,7,0,11,12,0,0,0,0,...,...,18
105,1,公立,技專校院,0050,國立臺中科技大學,碩士班(日間),男,174,11,0,0,1,7,0,0,0,0,...,...,1
105,1,公立,技專校院,0050,國立臺中科技大學,碩士在職專班,男,72,7,0,0,0,7,0,0,0,0,...,...,0
105,1,公立,技專校院,0050,國立臺中科技大學,二專(日間),女,2,1,0,0,0,0,0,0,0,0,...,...,0
105,1,公立,技專校院,0050,國立臺中科技大學,二專(進修),女,149,23,0,0,1,8,0,0,0,0,...,...,7
105,1,公立,技專校院,0050,國立臺中科技大學,五專,女,2956,64,1,0,32,17,0,0,0,0,...,...,11
105,1,公立,技專校院,0050,國立臺中科技大學,學士班(日間),女,5011,78,4,1,33,32,0,0,0,0,...,...,5
105,1,公立,技專校院,0050,國立臺中科技大學,學士班(進修),女,1710,83,2,0,13,14,0,0,0,1,...,...,30
105,1,公立,技專校院,0050,國立臺中科技大學,碩士班(日間),女,210,12,1,0,0,9,0,0,0,0,...,...,0
105,1,公立,技專校院,0050,國立臺中科技大學,碩士在職專班,女,92,3,0,0,0,2,0,0,0,0,...,...,0
105,1,公立,技專校院,0051,國立臺北商業大學,二專(進修),男,24,3,0,0,0,0,0,0,0,0,...,...,2
105,1,公立,技專校院,0051,國立臺北商業大學,五專,男,509,21,1,0,7,5,0,0,0,0,...,...,7
105,1,公立,技專校院,0051,國立臺北商業大學,學士班(日間),男,614,12,1,0,4,6,0,0,0,0,...,...,1
105,1,公立,技專校院,0051,國立臺北商業大學,學士班(進修),男,453,25,6,0,1,12,0,0,0,3,...,...,2
105,1,公立,技專校院,0051,國立臺北商業大學,碩士班(日間),男,71,5,0,0,0,3,0,0,0,0,...,...,1
105,1,公立,技專校院,0051,國立臺北商業大學,二專(進修),女,20,8,0,0,2,2,0,0,0,0,...,...,4
105,1,公立,技專校院,0051,國立臺北商業大學,五專,女,1476,44,3,0,15,10,0,0,0,0,...,...,15
105,1,公立,技專校院,0051,國立臺北商業大學,學士班(日間),女,2280,28,1,0,10,12,0,0,0,0,...,...,4
105,1,公立,技專校院,0051,國立臺北商業大學,學士班(進修),女,1111,17,5,0,1,10,0,0,1,0,...,...,0
105,1,公立,技專校院,0051,國立臺北商業大學,碩士班(日間),女,80,3,0,0,1,1,0,0,0,0,...,...,0
105,1,公立,技專校院,0051,國立臺北商業大學,碩士在職專班,女,13,1,0,0,0,1,0,0,0,0,...,...,0
105,1,公立,一般大學,0052,國立屏東大學,學士班(日間),男,2679,72,5,0,33,23,0,0,0,2,...,...,0
105,1,公立,一般大學,0052,國立屏東大學,學士班(進修),男,267,20,0,0,5,4,0,0,0,0,...,...,4
105,1,公立,一般大學,0052,國立屏東大學,碩士班(日間),男,371,38,8,0,4,17,0,0,0,3,...,...,2
105,1,公立,一般大學,0052,國立屏東大學,碩士在職專班,男,133,6,2,0,0,3,0,0,0,0,...,...,0
105,1,公立,一般大學,0052,國立屏東大學,學士班(日間),女,4062,59,6,0,32,16,0,0,0,0,...,...,0
105,1,公立,一般大學,0052,國立屏東大學,學士班(進修),女,348,22,0,0,11,2,0,0,0,0,...,...,3
105,1,公立,一般大學,0052,國立屏東大學,碩士班(日間),女,552,33,5,0,2,22,0,0,0,1,...,...,1
105,1,公立,一般大學,0052,國立屏東大學,碩士在職專班,女,411,20,5,0,0,5,0,1,0,2,...,...,1
105,1,公立,技專校院,0144,國立臺灣戲曲學院,學士班(日間),男,195,9,0,0,5,1,0,0,0,0,...,...,3
105,1,公立,技專校院,0144,國立臺灣戲曲學院,學士班(進修),男,36,8,6,0,0,1,0,0,0,0,...,...,1
105,1,公立,技專校院,0144,國立臺灣戲曲學院,學士班(日間),女,353,10,1,0,5,4,0,0,0,0,...,...,0
105,1,公立,技專校院,0144,國立臺灣戲曲學院,學士班(進修),女,43,2,1,0,0,1,0,0,0,0,...,...,0
105,1,公立,技專校院,0221,國立臺南護理專科學校,二專(日間),男,6,1,0,0,0,0,0,0,0,0,...,...,1
105,1,公立,技專校院,0221,國立臺南護理專科學校,五專,男,112,2,0,0,0,0,0,0,0,0,...,...,2
