學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),大陸地區來臺學位生小計,大陸地區來臺學位生男,大陸地區來臺學位生女,大陸地區來臺學位生數之在學比率(%)
106,公立,一般大學,0003,國立臺灣大學,09121048,微生物學研究所,碩士班(日間),1,1,0,1.23
106,公立,一般大學,0003,國立臺灣大學,09141136,醫學檢驗暨生物技術學系,碩士班(日間),2,0,2,3.33
106,公立,一般大學,0003,國立臺灣大學,09161129,藥學系,碩士班(日間),3,1,2,4.92
106,公立,一般大學,0003,國立臺灣大學,09161130,藥理學研究所,碩士班(日間),1,0,1,2.38
106,公立,一般大學,0003,國立臺灣大學,09191122,公共衛生碩士學位學程,碩士班(日間),1,1,0,1.19
106,公立,一般大學,0003,國立臺灣大學,09191123,職業醫學與工業衛生研究所,碩士班(日間),2,2,0,4.44
106,公立,一般大學,0003,國立臺灣大學,09191126,流行病學與預防醫學研究所,碩士班(日間),1,0,1,1.15
106,公立,一般大學,0003,國立臺灣大學,09231144,社會工作學系,碩士班(日間),2,1,1,3.45
106,公立,一般大學,0003,國立臺灣大學,08193096,農業經濟學系,碩士班(日間),2,1,1,2.82
106,公立,一般大學,0003,國立臺灣大學,08194094,植物病理與微生物學系,碩士班(日間),2,1,1,3.17
106,公立,一般大學,0003,國立臺灣大學,08211102,森林環境暨資源學系,碩士班(日間),1,1,0,0.78
106,公立,一般大學,0003,國立臺灣大學,09191127,健康政策與管理研究所,碩士班(日間),3,1,2,3.85
106,公立,一般大學,0003,國立臺灣大學,09199141,毒理學研究所,碩士班(日間),1,0,1,4.17
106,公立,一般大學,0004,國立臺灣師範大學,01111001,教育學系,學士班(日間),2,0,2,0.76
106,公立,一般大學,0004,國立臺灣師範大學,03131003,教育心理與輔導學系,學士班(日間),1,0,1,0.49
106,公立,一般大學,0004,國立臺灣師範大學,04131051,企業管理學系,學士班(日間),3,2,1,1.19
106,公立,一般大學,0004,國立臺灣師範大學,05331061,物理學系,學士班(日間),1,1,0,0.37
106,公立,一般大學,0004,國立臺灣師範大學,01111001,教育學系,博士班,3,1,2,4.17
106,公立,一般大學,0004,國立臺灣師範大學,01113018,特殊教育學系,博士班,3,0,3,7.32
106,公立,一般大學,0004,國立臺灣師範大學,01141007,人類發展與家庭學系,博士班,4,1,3,8.70
106,公立,一般大學,0004,國立臺灣師範大學,02131023,美術學系,學士班(日間),4,1,3,2.05
106,公立,一般大學,0004,國立臺灣師範大學,02311033,英語學系,學士班(日間),4,1,3,1.21
106,公立,一般大學,0004,國立臺灣師範大學,03143042,東亞學系,學士班(日間),2,2,0,0.99
106,公立,一般大學,0004,國立臺灣師範大學,05111056,生命科學系,學士班(日間),1,1,0,0.41
106,公立,一般大學,0004,國立臺灣師範大學,01141015,體育學系,博士班,4,3,1,3.45
106,公立,一般大學,0004,國立臺灣師範大學,02131023,美術學系,博士班,4,1,3,3.39
106,公立,一般大學,0004,國立臺灣師範大學,02151024,音樂學系,博士班,1,0,1,3.33
106,公立,一般大學,0004,國立臺灣師範大學,02313005,華語文教學系,博士班,2,0,2,5.88
106,公立,一般大學,0004,國立臺灣師範大學,02322029,國文學系,博士班,3,0,3,4.05
106,公立,一般大學,0004,國立臺灣師範大學,03131003,教育心理與輔導學系,博士班,3,1,2,4.55
106,公立,一般大學,0004,國立臺灣師範大學,05321060,地球科學系,博士班,1,0,1,4.55
106,公立,一般大學,0004,國立臺灣師範大學,10152077,運動休閒與餐旅管理研究所,博士班,3,0,3,13.04
106,公立,一般大學,0004,國立臺灣師範大學,01111001,教育學系,碩士班(日間),5,1,4,6.85
106,公立,一般大學,0004,國立臺灣師範大學,01113018,特殊教育學系,碩士班(日間),3,1,2,4.76
106,公立,一般大學,0004,國立臺灣師範大學,01115002,課程與教學研究所,碩士班(日間),3,0,3,5.66
106,公立,一般大學,0004,國立臺灣師範大學,01141017,健康促進與衛生教育學系,博士班,2,0,2,4.65
106,公立,一般大學,0004,國立臺灣師範大學,02122037,設計學系,博士班,4,1,3,23.53
106,公立,一般大學,0004,國立臺灣師範大學,01131009,社會教育學系,碩士班(日間),1,0,1,1.37
106,公立,一般大學,0004,國立臺灣師範大學,02131023,美術學系,碩士班(日間),9,1,8,7.26
106,公立,一般大學,0004,國立臺灣師範大學,02191026,藝術史研究所,碩士班(日間),2,0,2,4.35
106,公立,一般大學,0004,國立臺灣師範大學,02311033,英語學系,碩士班(日間),1,0,1,0.76
106,公立,一般大學,0004,國立臺灣師範大學,02313005,華語文教學系,碩士班(日間),5,0,5,2.75
106,公立,一般大學,0004,國立臺灣師範大學,05111056,生命科學系,碩士班(日間),1,1,0,1.00
106,公立,一般大學,0004,國立臺灣師範大學,10152077,運動休閒與餐旅管理研究所,碩士班(日間),3,1,2,3.16
106,公立,一般大學,0004,國立臺灣師範大學,01131004,公民教育與活動領導學系,碩士班(日間),1,1,0,1.05
106,公立,一般大學,0004,國立臺灣師範大學,01141007,人類發展與家庭學系,碩士班(日間),2,0,2,1.83
106,公立,一般大學,0004,國立臺灣師範大學,01141015,體育學系,碩士班(日間),2,1,1,1.37
106,公立,一般大學,0004,國立臺灣師範大學,01141017,健康促進與衛生教育學系,碩士班(日間),2,0,2,3.57
106,公立,一般大學,0004,國立臺灣師範大學,02122037,設計學系,碩士班(日間),4,3,1,4.40
106,公立,一般大學,0004,國立臺灣師範大學,02151024,音樂學系,碩士班(日間),3,0,3,2.63
106,公立,一般大學,0004,國立臺灣師範大學,02151025,民族音樂研究所,碩士班(日間),2,0,2,3.45
106,公立,一般大學,0004,國立臺灣師範大學,02152027,表演藝術研究所,碩士班(日間),3,2,1,3.80
106,公立,一般大學,0004,國立臺灣師範大學,02322029,國文學系,碩士班(日間),5,2,3,4.46
106,公立,一般大學,0004,國立臺灣師範大學,03131003,教育心理與輔導學系,碩士班(日間),2,1,1,1.65
106,公立,一般大學,0004,國立臺灣師範大學,03143042,東亞學系,碩士班(日間),3,1,2,4.48
106,公立,一般大學,0004,國立臺灣師範大學,03211048,大眾傳播研究所,碩士班(日間),4,1,3,4.40
106,公立,一般大學,0004,國立臺灣師範大學,03214050,圖文傳播學系,碩士班(日間),2,0,2,2.70
106,公立,一般大學,0004,國立臺灣師範大學,03222049,圖書資訊學研究所,碩士班(日間),2,0,2,3.85
106,公立,一般大學,0004,國立臺灣師範大學,04131047,全球經營與策略研究所,碩士班(日間),1,0,1,1.96
106,公立,一般大學,0004,國立臺灣師範大學,04131052,管理研究所,碩士班(日間),3,1,2,4.84
106,公立,一般大學,0004,國立臺灣師範大學,09231071,社會工作學研究所,碩士班(日間),3,1,2,4.29
106,公立,一般大學,0004,國立臺灣師範大學,10141074,運動競技學系,碩士班(日間),1,1,0,1.45
106,公立,一般大學,0005,國立成功大學,07151042,機械工程學系,學士班(日間),2,2,0,0.30
106,公立,一般大學,0005,國立成功大學,02122112,創意產業設計研究所,博士班,3,1,2,7.89
106,公立,一般大學,0005,國立成功大學,04199057,工業與資訊管理學系,博士班,1,1,0,4.17
106,公立,一般大學,0005,國立成功大學,05421029,統計學系,博士班,1,0,1,16.67
106,公立,一般大學,0005,國立成功大學,07111050,化學工程學系,博士班,1,1,0,2.08
106,公立,一般大學,0005,國立成功大學,07141032,電機工程學系,博士班,2,1,1,1.56
106,公立,一般大學,0005,國立成功大學,07141033,微電子工程研究所,博士班,1,1,0,1.89
106,公立,一般大學,0005,國立成功大學,07141037,電腦與通信工程研究所,博士班,1,1,0,2.33
106,公立,一般大學,0005,國立成功大學,07151042,機械工程學系,博士班,4,3,1,6.15
106,公立,一般大學,0005,國立成功大學,02321106,台灣文學系,學士班(日間),1,1,0,0.54
106,公立,一般大學,0005,國立成功大學,03131117,心理學系,學士班(日間),2,1,1,0.75
106,公立,一般大學,0005,國立成功大學,04211001,法律學系,學士班(日間),1,1,0,0.35
106,公立,一般大學,0005,國立成功大學,05311017,化學系,學士班(日間),1,1,0,0.40
106,公立,一般大學,0005,國立成功大學,07141032,電機工程學系,學士班(日間),1,1,0,0.16
106,公立,一般大學,0005,國立成功大學,07194071,工程科學系,學士班(日間),1,1,0,0.41
106,公立,一般大學,0005,國立成功大學,07311075,建築學系,學士班(日間),2,0,2,0.69
106,公立,一般大學,0005,國立成功大學,07313076,都市計劃學系,學士班(日間),2,0,2,0.99
106,公立,一般大學,0005,國立成功大學,07321049,土木工程學系,學士班(日間),1,1,0,0.22
106,公立,一般大學,0005,國立成功大學,10411098,交通管理科學系,學士班(日間),1,0,1,0.43
106,公立,一般大學,0005,國立成功大學,02123113,工業設計學系,博士班,10,6,4,16.39
106,公立,一般大學,0005,國立成功大學,07311075,建築學系,博士班,3,2,1,5.00
106,公立,一般大學,0005,國立成功大學,02122112,創意產業設計研究所,碩士班(日間),4,0,4,8.70
106,公立,一般大學,0005,國立成功大學,02221110,歷史學系,碩士班(日間),2,1,1,4.17
106,公立,一般大學,0005,國立成功大學,02222111,考古學研究所,碩士班(日間),1,0,1,4.17
106,公立,一般大學,0005,國立成功大學,02321106,台灣文學系,碩士班(日間),1,0,1,2.70
106,公立,一般大學,0005,國立成功大學,02322107,中國文學系,碩士班(日間),8,0,8,10.81
106,公立,一般大學,0005,國立成功大學,03121116,政治經濟研究所,碩士班(日間),1,1,0,2.70
106,公立,一般大學,0005,國立成功大學,04111120,會計學系,碩士班(日間),1,0,1,1.14
106,公立,一般大學,0005,國立成功大學,04121126,財務金融研究所,碩士班(日間),2,0,2,3.57
106,公立,一般大學,0005,國立成功大學,04131121,企業管理學系,碩士班(日間),3,1,2,2.97
106,公立,一般大學,0005,國立成功大學,04131122,經營管理碩士學位學程(AMBA),碩士班(日間),1,0,1,2.04
106,公立,一般大學,0005,國立成功大學,05111003,生命科學系,碩士班(日間),2,1,1,3.51
106,公立,一般大學,0005,國立成功大學,05421029,統計學系,碩士班(日間),3,1,2,5.77
106,公立,一般大學,0005,國立成功大學,02221110,歷史學系,博士班,2,1,1,6.90
106,公立,一般大學,0005,國立成功大學,02322107,中國文學系,博士班,3,1,2,6.00
106,公立,一般大學,0005,國立成功大學,03121116,政治經濟研究所,博士班,2,1,1,10.00
106,公立,一般大學,0005,國立成功大學,04212001,法律學系,博士班,6,3,3,23.08
106,公立,一般大學,0005,國立成功大學,06131036,資訊工程學系,博士班,2,1,1,3.45
106,公立,一般大學,0005,國立成功大學,07313076,都市計劃學系,博士班,3,2,1,15.79
106,公立,一般大學,0005,國立成功大學,07321049,土木工程學系,博士班,2,1,1,5.26
106,公立,一般大學,0005,國立成功大學,02123113,工業設計學系,碩士班(日間),3,1,2,3.57
106,公立,一般大學,0005,國立成功大學,02191104,藝術研究所,碩士班(日間),5,1,4,8.93
106,公立,一般大學,0005,國立成功大學,03111114,經濟學系,碩士班(日間),2,1,1,6.90
106,公立,一般大學,0005,國立成功大學,03131117,心理學系,碩士班(日間),5,3,2,13.51
106,公立,一般大學,0005,國立成功大學,04131124,國際企業研究所,碩士班(日間),1,0,1,1.32
106,公立,一般大學,0005,國立成功大學,04212001,法律學系,碩士班(日間),2,2,0,1.08
106,公立,一般大學,0005,國立成功大學,05321019,地球科學系,碩士班(日間),1,0,1,1.82
106,公立,一般大學,0005,國立成功大學,06131036,資訊工程學系,碩士班(日間),13,12,1,4.68
106,公立,一般大學,0005,國立成功大學,07111050,化學工程學系,碩士班(日間),1,1,0,0.43
106,公立,一般大學,0005,國立成功大學,07112063,材料科學及工程學系,碩士班(日間),3,2,1,1.23
106,公立,一般大學,0005,國立成功大學,07122026,水利及海洋工程學系,碩士班(日間),2,1,1,2.15
106,公立,一般大學,0005,國立成功大學,07193061,生物醫學工程學系,碩士班(日間),1,1,0,0.93
106,公立,一般大學,0005,國立成功大學,07194071,工程科學系,碩士班(日間),1,0,1,0.53
106,公立,一般大學,0005,國立成功大學,07311075,建築學系,碩士班(日間),7,3,4,3.74
106,公立,一般大學,0005,國立成功大學,07313076,都市計劃學系,碩士班(日間),8,6,2,8.33
106,公立,一般大學,0005,國立成功大學,07322067,測量及空間資訊學系,碩士班(日間),1,1,0,1.61
106,公立,一般大學,0005,國立成功大學,09141094,醫學檢驗生物技術學系,碩士班(日間),1,0,1,2.13
106,公立,一般大學,0005,國立成功大學,07121070,環境工程學系,碩士班(日間),2,0,2,1.98
106,公立,一般大學,0005,國立成功大學,07141033,微電子工程研究所,碩士班(日間),1,1,0,0.89
106,公立,一般大學,0005,國立成功大學,07151042,機械工程學系,碩士班(日間),4,4,0,1.08
106,公立,一般大學,0005,國立成功大學,07321049,土木工程學系,碩士班(日間),4,4,0,1.65
106,公立,一般大學,0005,國立成功大學,10152097,體育健康與休閒研究所,碩士班(日間),2,1,1,5.00
106,公立,一般大學,0005,國立成功大學,02311108,外國語文學系,學士班(日間),1,0,1,0.36
106,公立,一般大學,0006,國立中興大學,05331040,物理學系,學士班(日間),2,2,0,0.88
106,公立,一般大學,0006,國立中興大學,07121059,環境工程學系,學士班(日間),2,2,0,1.00
106,公立,一般大學,0006,國立中興大學,08193078,國際農企業學士學位學程,學士班(日間),2,2,0,2.13
106,公立,一般大學,0006,國立中興大學,08411087,獸醫學系,學士班(日間),3,0,3,0.75
106,公立,一般大學,0006,國立中興大學,02322005,中國文學系,碩士班(日間),4,1,3,6.06
106,公立,一般大學,0006,國立中興大學,04134011,國家政策與公共事務研究所,碩士班(日間),1,0,1,5.56
106,公立,一般大學,0006,國立中興大學,04121019,財務金融學系,博士班,1,1,0,6.67
106,公立,一般大學,0006,國立中興大學,08411087,獸醫學系,博士班,1,0,1,3.03
106,公立,一般大學,0006,國立中興大學,04131016,企業管理學系,碩士班(日間),2,0,2,3.51
106,公立,一般大學,0006,國立中興大學,07151050,機械工程學系,碩士班(日間),1,0,1,0.58
106,公立,一般大學,0006,國立中興大學,07211081,食品暨應用生物科技學系,碩士班(日間),2,0,2,2.20
106,公立,一般大學,0006,國立中興大學,08411087,獸醫學系,碩士班(日間),8,2,6,10.96
106,公立,一般大學,0006,國立中興大學,02311006,外國語文學系,學士班(日間),1,0,1,0.39
106,公立,一般大學,0006,國立中興大學,04121019,財務金融學系,學士班(日間),3,1,2,1.20
106,公立,一般大學,0006,國立中興大學,07312061,景觀與遊憩學士學位學程,學士班(日間),1,0,1,1.20
106,公立,一般大學,0006,國立中興大學,07321054,土木工程學系,學士班(日間),1,1,0,0.24
106,公立,一般大學,0007,國立陽明交通大學,05331041,電子物理學系,學士班(日間),1,1,0,0.44
106,公立,一般大學,0007,國立陽明交通大學,06131058,資訊工程學系,學士班(日間),1,0,1,0.13
106,公立,一般大學,0007,國立陽明交通大學,07141051,電子工程學系,學士班(日間),3,3,0,0.85
106,公立,一般大學,0007,國立陽明交通大學,07321071,土木工程學系,學士班(日間),1,1,0,0.29
106,公立,一般大學,0007,國立陽明交通大學,10411086,運輸與物流管理學系,學士班(日間),4,3,1,1.94
106,公立,一般大學,0007,國立陽明交通大學,02299010,社會與文化研究所,博士班,8,3,5,18.60
106,公立,一般大學,0007,國立陽明交通大學,04212027,科技法律研究所,博士班,1,1,0,7.14
106,公立,一般大學,0007,國立陽明交通大學,06131061,資訊科學與工程研究所,博士班,3,1,2,1.96
106,公立,一般大學,0007,國立陽明交通大學,07112072,材料科學與工程學系,博士班,2,1,1,1.30
